Stock,Epic,Qty,Price,Target,Stop,Buy Date,Sell,Sell Date,P/L
Volex,VLX,5000,38.0,75,33,04/05/2009,62.6,02/06/2009,1230.0
Brit Airways,BAY,1500,143.3,160,135,28/04/2009,171.34,07/05/2009,421.0
Xp Power,XPP,1500,204.0,245,165,28/04/2009,306.5,10/08/2009,1537.0
Galiform,GFRM,10000,25.9,40,20,23/04/2009,35.09,07/05/2009,919.0
Celsis,CEL,2000,176.0,200,150,23/04/2009,190.0,21/07/2009,280.0
Hardy Oil,HDY,1500,234.9,350,210,23/04/2009,351.5,23/10/2009,1479.0
Alterian,ALN,3000,83.0,100,70,20/04/2009,105.05,03/06/2009,661.0
Chime,CHW,5000,87.2,120,76,16/04/2009,112.0,12/05/2009,1225.0
Galiform,GFRM,15000,19.9,40,15,16/04/2009,32.51,23/06/2009,1891.0
Workspace,WKP,20000,13.21,25,10,15/04/2009,15.83,23/06/2009,524.0
Scott Wilson,SWG,3500,50.9,100,45,09/04/2009,87.5,21/08/2009,1281.0
Scott Wilson,SWG,4000,50.9,100,45,09/04/2009,58.18,19/05/2009,291.0
New Brit,NBPO,650,315.9,400,295,08/04/2009,382.46,28/04/2009,443.0
Fenner,FENR,4000,46.85,55,42,07/04/2009,59.0,17/04/2009,486.0
Alterian,ALN,4000,60.0,85,52,03/04/2009,78.5,17/04/2009,740.0
Alterian,ALN,5000,59.9,85,52,03/04/2009,155.0,04/04/2011,4755.0
XP Power,XPP,1500,164.8,200,145,03/04/2009,3770.0,27/01/2020,54078.0
WSP,WSH,1000,224.9,300,200,01/04/2009,247.5,08/05/2009,226.0
Microgen,MCGN,10000,45.6,60,37,30/03/2009,126.5,30/11/2012,8090.0
Hunting,HTG,500,389.6,450,370,30/03/2009,451.0,16/06/2009,307.0
Aveva,AVV,400,537.4,650,495,30/03/2009,612.5,08/05/2009,301.0
New Brit,NBPO,1000,269.6,330,225,25/03/2009,715.0,29/10/2014,4454.0
Aminex,AEX,50000,5.75,8,4,19/03/2009,6.78,19/05/2009,521.0
Barclays,BARC,1000,87.6,130,80,17/03/2009,371.0,14/10/2009,2834.0
Barclays,BARC,1000,87.6,130,80,17/03/2009,350.0,26/10/2009,2624.0
Barclays,BARC,1000,87.6,130,80,17/03/2009,290.0,22/10/2010,2074.0
Heritage,HOIL,1000,279.25,350,250,16/03/2009,542.0,10/06/2009,2628.0
Lancashire,LRE,750,470.0,550,440,16/03/2009,476.26,03/04/2009,46.0
Heritage,HOIL,1000,256.25,300,228,12/03/2009,256.25,18/11/2009,
RBS,RBS,10000,19.6,25,18,11/03/2009,35.37,26/11/2009,1637.0
Wellstream,WSM,1000,365.4,450,330,10/03/2009,472.35,25/03/2009,1070.0
Mears,MER,1000,231.25,270,205,10/03/2009,248.75,17/06/2009,175.0
Unite,UTG,5000,51.23,70,44,10/03/2009,114.0,13/05/2009,3139.0
Petrofac,PFC,1000,452.0,550,420,09/03/2009,1335.4,27/07/2011,8834.0
Persimmon,PSN,1000,339.0,400,310,27/02/2009,400.5,08/05/2009,605.0
Serco,SRP,500,380.0,420,330,27/02/2009,398.0,13/05/2009,90.0
Tribal,TRB,2500,107.0,150,92,26/02/2009,95.0,14/05/2009,-300.0
North Midland,NMD,1000,150.0,200,120,26/02/2009,155.0,24/04/2009,50.0
Morse,MOR,25000,11.15,15,9,26/02/2009,12.25,13/05/2009,275.0
Dragon,DGO,2000,129.0,165,115,26/02/2009,448.0,20/01/2010,6380.0
SDL,SDL,1000,271.0,320,250,25/02/2009,325.0,28/04/2009,540.0
Elementis,ELM,5000,32.25,39,30,24/02/2009,32.53,03/03/2009,14.0
SDL,SDL,1000,258.4,295,240,23/02/2009,337.0,11/06/2009,786.0
Lancashire,LRE,750,468.5,550,440,20/02/2009,476.26,03/04/2009,58.0
Celsis,CEL,2000,164.8,190,148,12/02/2009,170.0,17/04/2009,104.0
Elementis,ELM,10000,41.74,50,37,11/02/2009,46.75,17/02/2009,501.0
Dialight,DIA,2000,110.5,140,95,09/02/2009,114.75,25/02/2009,85.0
Carclo,CAR,5000,64.5,90,50,05/02/2009,96.06,09/06/2009,1578.0
Wellstream,WSM,1000,500.9,600,450,05/02/2009,455.0,27/02/2009,-459.0
SDL,SDL,1000,292.5,340,270,03/02/2009,269.0,25/02/2009,-235.0
Celsis,CEL,2500,161.4,190,148,03/02/2009,164.36,12/02/2009,74.0
Wellstream,WSM,1000,445.5,550,415,03/02/2009,422.0,03/03/2009,-233.0
Senior,SNR,6000,30.0,44,25,02/02/2009,25.0,26/02/2009,-300.0
Unite,UTG,6000,61.7,90,55,02/02/2009,68.0,06/02/2009,378.0
Chime,CHW,5000,49.5,70,43,02/02/2009,43.55,17/02/2009,-298.0
Tribal,TRB,3000,92.0,110,84,28/01/2009,95.0,14/05/2009,90.0
RBS,RBS,10000,15.7,25,13,27/01/2009,21.0,16/02/2009,530.0
Petrofac,PFC,1000,394.75,450,360,27/01/2009,897.0,27/11/2014,5023.0
Heritage,HOIL,2000,175.0,230,150,26/01/2009,182.5,18/11/2012,150.0
BTG,BGC,2000,143.9,180,120,22/01/2009,380.0,30/07/2012,4722.0
DB FTSE 100 short ETF,UKXS,500,1318.0,1420,1300,19/01/2009,1465.0,12/03/2009,735.0
Heritage,HOIL,1000,212.0,250,190,14/01/2009,180.51,21/01/2009,-315.0
New Brit Palm Oil,NBPO,2000,184.6,250,160,06/01/2009,223.0,13/01/2009,768.0
New Brit Palm Oil,NBPO,2000,179.6,250,160,06/01/2009,231.46,13/01/2009,1037.0
Renold,RNO,10000,32.0,44,27,05/01/2009,22.2,16/01/2009,-980.0
Vislink,VLK,10000,17.9,25,16,02/01/2009,22.59,25/03/2009,469.0
Elementis,ELM,10000,40.0,49,35,02/01/2009,50.25,06/02/2009,1025.0
Celsis,CEl,2000,153.0,180,138,02/01/2009,158.1,14/01/2009,102.0
Havelock,HVE,10000,34.5,48,30,02/01/2009,39.0,13/01/2009,450.0
Trifast,TRI,5000,22.9,32,20,02/01/2009,21.0,21/01/2009,-95.0
Dmatek,DTK,1000,142.0,180,130,18/12/2008,215.0,27/03/2009,730.0
Pv Crystalox,PVCS,2500,82.74,100,75,16/12/2008,95.09,14/01/2009,309.0
Lamprell,LAM,2500,92.75,140,70,16/12/2008,124.0,08/01/2009,782.0
Fenner,FENR,2500,65.9,87,57,10/12/2008,89.51,08/01/2009,590.0
Mears,MER,1000,244.6,300,218,10/12/2008,248.75,17/06/2009,41.0
Mucklow,MKLW,1500,229.9,280,200,09/12/2008,230.3,20/01/2009,6.0
Petrofac,PFC,1000,290.9,350,270,09/12/2008,373.0,14/01/2009,821.0
Eaga,EAGA,2500,104.85,135,100,08/12/2008,136.75,25/02/2009,754.0
Unite,UTG,2500,104.24,150,90,28/11/2008,125.56,14/01/2009,533.0
Unite,UTG,5000,77.5,140,70,27/11/2008,125.56,14/01/2009,2403.0
Dmatek,DTK,2000,120.0,150,110,25/11/2008,215.0,27/03/2009,1900.0
ITE,ITE,5000,70.0,85,62,25/11/2008,72.25,19/01/2009,112.0
Mucklow,MKLW,1000,209.9,250,190,25/11/2008,222.0,16/02/2009,123.0
Dmatek,DTK,1500,120.0,150,110,24/11/2008,215.0,27/03/2009,1425.0
Mucklow,MKLW,1000,219.7,280,200,24/11/2008,230.3,20/01/2009,106.0
Fenner,FENR,2500,61.5,85,55,24/11/2008,68.4,21/01/2009,173.0
Vislink,VLK,5000,20.9,25,18,19/11/2008,23.0,19/11/2008,105.0
Harvey Nash,HVN,10000,25.7,33,22,18/11/2008,28.0,13/01/2009,230.0
Dragon,DGO,1500,131.0,160,115,13/11/2008,147.5,17/11/2008,247.0
Heritage,HOIL,1500,182.0,250,150,13/11/2008,182.5,18/11/2008,7.0
Celsis,CEL,1500,147.0,180,130,12/11/2008,154.0,18/11/2008,105.0
Synergy,SYR,700,412.5,500,395,12/11/2008,416.6,18/02/2009,29.0
Fenner,FENR,2000,83.25,100,78,12/11/2008,80.53,17/11/2008,-55.0
ITE,ITE,4000,66.0,80,60,09/11/2008,72.25,19/01/2009,250.0
Celsis,CEL,2000,149.4,180,130,07/11/2008,156.72,17/11/2008,146.0
Dana,DNX,400,926.0,1050,870,05/11/2008,998.05,10/11/2008,288.0
Waterman,WTM,2500,80.7,120,72,03/11/2008,81.5,17/11/2008,20.0
Ms International,MSI,1000,121.0,170,110,03/11/2008,115.0,18/11/2008,-59.0
Dragon,DGO,2000,177.0,250,145,03/11/2008,136.01,12/11/2008,-820.0
Heritage,HOIL,2500,170.0,220,140,03/11/2008,182.5,18/11/2008,312.0
Redhall,RHL,500,183.9,250,160,03/11/2008,202.0,18/11/2008,90.0
Scott Wilson,SWG,2500,97.15,120,92,31/10/2008,112.0,05/11/2008,372.0
Redhall,RHL,1000,180.4,220,150,31/10/2008,202.0,18/11/2008,216.0
New Brit,NBPO,1500,165.9,220,140,31/10/2008,225.0,06/11/2008,887.0
New Brit,NBPO,1000,172.45,220,140,31/10/2008,220.1,06/11/2008,477.0
Mears,MER,1500,218.4,250,195,30/10/2008,248.75,17/06/2009,455.0
Hunting,HTG,1000,414.9,460,390,29/10/2008,441.25,12/11/2008,264.0
Fenner,FENR,2000,88.5,105,85,29/10/2008,109.5,06/11/2008,420.0
Fenner,FENR,2000,90.0,105,85,29/10/2008,116.5,05/11/2008,530.0
Havelock,HVE,5000,33.4,40,28,29/10/2008,35.0,11/11/2008,80.0
Cineworld,CINE,2000,103.48,120,95,28/10/2008,103.5,25/11/2008,1.0
Wood,WG.,1500,173.0,240,165,28/10/2008,229.0,06/11/2008,863.0
Weir,WEIR,1500,270.9,350,250,27/10/2008,369.99,06/11/2008,1472.0
Charter,CHTR,1000,333.0,395,320,27/10/2008,387.59,11/11/2008,546.0
Charter,CHTR,1000,336.2,420,325,27/10/2008,417.2,06/11/2008,810.0
PV Crystalox,PVCS,2500,115.0,135,110,27/10/2008,133.57,12/11/2008,464.0
Dmatek,DTK,1000,145.0,180,130,21/10/2008,147.0,07/11/2008,20.0
Fenner,FENR,2000,88.0,115,82,20/10/2008,114.75,23/10/2008,535.0
Fenner,FENR,2500,88.75,115,82,20/10/2008,115.0,23/10/2008,657.0
Fenner,FENR,2500,91.0,115,82,20/10/2008,116.5,23/10/2008,637.0
Elementis,ELM,5000,51.49,60,45,20/10/2008,58.1,06/11/2008,331.0
Charter,CHTR,1000,288.5,350,270,17/10/2008,397.0,23/10/2008,1085.0
Charter,CHTR,1000,326.0,350,270,17/10/2008,397.0,23/10/2008,710.0
Aveva,AVV,500,764.5,900,730,17/10/2008,822.0,23/10/2008,288.0
Dana,DNX,400,805.5,995,780,17/10/2008,846.05,23/10/2008,162.0
Dragon,DGO,1500,141.5,170,120,17/10/2008,383.0,03/06/2009,3623.0
BTG,BGC,3000,121.75,140,110,13/10/2008,832.5,27/02/2019,21323.0
Dmatek,DTK,1500,120.0,150,110,13/10/2008,135.75,16/10/2008,251.0
Dmatek,DTK,2000,120.0,150,110,13/10/2008,147.0,07/11/2008,540.0
Zotefoams,ZTF,2500,92.0,110,80,13/10/2008,85.0,23/10/2008,-175.0
PV Crystalox,PVCS,2500,112.75,140,105,13/10/2008,130.5,23/10/2008,444.0
Petrofac,PFC,500,398.0,550,350,10/10/2008,438.8,15/10/2008,204.0
Dragon,DGO,1500,128.75,150,100,10/10/2008,147.92,15/10/2008,287.0
Dragon,DGO,1000,152.43,170,150,03/10/2008,158.81,06/10/2008,61.0
Petrofac,PFC,500,581.31,620,565,29/09/2008,595.13,02/10/2008,69.0
Charter,CHTR,500,616.0,650,590,29/09/2008,635.15,02/10/2008,95.0
Fenner,FENR,1500,170.4,180,165,29/09/2008,175.01,02/10/2008,69.0
Dragon,DGO,1000,179.4,190,170,29/09/2008,170.71,02/10/2008,-87.0
Galliford,GFRD,7000,57.4,65,52,19/09/2008,53.5,25/09/2008,-273.0
Heritage,HOIL,1000,229.0,300,225,18/09/2008,205.25,03/10/2008,-238.0
Hardy,HDY,500,496.5,600,450,18/09/2008,455.5,25/09/2008,-205.0
Dragon,DGO,1500,199.0,250,190,18/09/2008,215.36,25/09/2008,245.0
Mears,MER,1500,317.25,350,300,18/09/2008,272.12,,-673.0
Cineworld,CINE,1500,112.2,130,102,18/09/2008,107.0,23/10/2008,-78.0
Charter,CHTR,500,704.6,900,680,18/09/2008,678.0,25/09/2008,-133.0
Redhall,RHL,500,260.0,320,210,18/09/2008,205.0,22/10/2008,-268.0
Fidessa,FDSA,300,779.9,900,750,18/09/2008,750.0,25/09/2008,-87.0
Vislink,VLK,10000,27.75,35,24,11/09/2008,23.5,19/11/2008,-425.0
Costain,COST,10000,26.9,35,23,11/09/2008,24.25,07/10/2008,-265.0
Vislink,VLK,10000,27.25,32,26,10/09/2008,23.0,19/11/2008,-425.0
Heritage,HOIL,1000,190.45,270,185,10/09/2008,205.25,03/10/2008,149.0
Dragon,DGO,1000,218.21,270,197,10/09/2008,223.25,15/09/2008,53.0
Dragon,DGO,1500,220.9,270,197,10/09/2008,223.25,15/09/2008,35.0
Cineworld,CINE,3000,120.0,160,105,09/09/2008,107.0,23/10/2008,-390.0
Unite,UTG,2000,237.15,300,210,08/09/2008,247.28,23/09/2008,202.0
Optos,OPTS,3000,121.7,150,105,05/09/2008,116.35,29/09/2008,-161.0
Celsis,CEL,1500,155.9,190,148,03/09/2008,154.3,26/09/2008,-24.0
Havelock Europa,HVE,5000,58.0,100,50,29/08/2008,70.0,05/09/2008,600.0
Havelock Europa,HVE,5000,55.0,100,50,29/08/2008,61.4,15/09/2008,325.0
Heritage,HOIL,1200,202.6,300,190,22/08/2008,206.0,08/09/2008,41.0
Mears,MER,1000,295.0,350,240,20/08/2008,272.12,01/10/2008,-228.0
Mears,MER,1500,301.97,350,240,14/08/2008,306.5,05/09/2008,68.0
Weir,WEIR,400,816.92,900,780,13/08/2008,855.5,04/09/2008,155.0
Smith and Nephew,SN.,500,598.9,650,520,12/08/2008,635.0,04/09/2008,181.0
Fidessa,FDSA,500,940.5,1100,910,12/08/2008,790.0,16/09/2008,-752.0
Keller,KLR,500,752.0,900,690,11/08/2008,765.15,05/09/2008,65.0
Goodwin,GDWN,300,1021.0,1195,920,06/08/2008,1150.0,04/09/2008,387.0
BTG,BGC,1000,213.0,250,190,06/08/2008,237.25,04/09/2008,242.0
Dana,DNX,250,1266.7,1450,1200,06/08/2008,1423.0,01/09/2008,391.0
Mears,MER,1500,293.95,350,240,05/08/2008,271.12,01/10/2008,-328.0
Robert Walters,RWE,3000,122.5,180,95,05/08/2008,132.5,09/09/2008,300.0
Dragon,DGO,1500,276.25,350,260,05/08/2008,267.0,04/09/2008,-138.0
Dragon,DGO,2000,280.0,350,260,05/08/2008,311.0,21/08/2008,620.0
Pendragon,PDG,15000,7.98,12,7,04/08/2008,12.0,03/09/2008,603.0
Pendragon,PDG,12500,8.03,12,7,04/08/2008,10.3,15/09/2008,285.0
Dana,DNX,300,1412.9,1485,1370,31/07/2008,1365.2,04/08/2008,-143.0
Synergy Health,SYR,500,796.96,950,745,29/07/2008,755.0,30/09/2008,-208.0
Synergy Health,SYR,500,807.5,950,745,29/07/2008,755.0,30/09/2008,-262.0
Waterman,WTM,2500,113.7,165,98,24/07/2008,114.15,11/08/2008,11.0
Celsis,CEL,2000,152.86,200,140,23/07/2008,162.0,29/08/2008,183.0
Goodwin,GDWN,400,819.0,995,740,22/07/2008,1024.0,01/08/2008,820.0
BTG,BGC,2000,182.2,250,170,22/07/2008,237.25,04/09/2008,1101.0
Dragon,DGO,1000,305.85,370,265,22/07/2008,288.04,04/08/2008,-178.0
Redhall,RHL,2000,292.0,350,240,22/07/2008,205.0,22/10/2008,-1740.0
Fenner,FENR,2000,226.49,250,210,22/07/2008,234.61,04/09/2008,163.0
Harvey Nash,HVN,8000,34.0,45,28,22/07/2008,39.1,12/08/2008,408.0
Barclays,BARC,2000,314.15,350,290,21/07/2008,334.83,04/09/2008,413.0
Galliford Try,GFRD,10000,47.62,55,40,18/07/2008,54.5,15/09/2008,693.0
Elementis,ELM,5000,80.49,90,72,17/07/2008,87.04,24/07/2008,334.0
Elementis,ELM,5000,79.5,88,72,16/07/2008,82.25,15/09/2008,137.0
New World,NWR,300,1586.0,1800,1540,15/07/2008,1602.3,17/07/2008,51.0
Dragon,DGO,1000,337.19,470,290,14/07/2008,337.8,21/07/2008,7.0
Styles,STY,25000,12.2,25,10,04/07/2008,18.27,24/07/2008,1517.0
Telecom Plus,TEP,3000,271.98,450,190,04/07/2008,323.0,07/10/2008,1442.0
BTG,BGC,1900,177.7,250,155,25/06/2008,161.0,25/09/2008,-317.0
Elementis,ELM,5000,69.49,88,65,24/06/2008,77.76,02/07/2008,414.0
Redhall,RHL,750,299.13,500,270,20/06/2008,205.0,22/10/2008,-705.0
Celsis,CEL,2500,144.19,220,130,17/06/2008,157.0,02/07/2008,321.0
Galliford Try,GFRD,10000,33.95,40,31,12/06/2008,36.76,01/07/2008,281.0
Elementis,ELM,4500,75.9,90,68,10/06/2008,72.27,17/06/2008,-163.0
Renold,RNO,5000,77.5,68,95,04/06/2008,67.0,02/07/2008,-545.0
Renold,RNO,6500,78.5,95,68,04/06/2008,67.0,02/07/2008,-747.0
Fresnilllo,FRES,1000,542.85,750,485,20/05/2008,480.0,04/07/2008,-628.0
Emerald,EEN,1200,357.11,420,335,20/05/2008,378.0,11/08/2008,251.0
New World,NWR,150,1594.0,1800,1400,16/05/2008,1730.75,30/05/2008,205.0
PV Crystalox,PVCS,3500,167.5,250,120,14/05/2008,148.8,06/10/2008,-654.0
Goodwin,GDWN,450,1320.0,1600,1200,09/05/2008,1040.0,02/07/2008,-1170.0
Pendragon,PDG,8000,40.25,50,30,06/05/2008,39.25,13/05/2008,-82.0
Fortune Oil,FTO,40000,10.25,15,8,06/05/2008,13.5,09/05/2008,1300.0
Optos,OPTS,2000,170.0,300,140,02/05/2008,132.4,03/09/2008,-752.0
BG,BG.,300,1232.75,1350,1190,01/05/2008,1220.0,30/06/2008,-38.0
Vislink,VLK,10000,34.2,42,29,01/05/2008,30.02,27/05/2008,-418.0
Dana,DNX,200,1722.5,1950,1600,30/04/2008,1534.0,21/07/2008,-377.0
Pendragon,PDG,10000,38.25,45,32,25/04/2008,39.25,13/05/2008,100.0
Wolfson,WLF,3000,142.49,220,114,25/04/2008,135.26,09/05/2008,-217.0
Optos,OPTS,3000,140.0,230,120,22/04/2008,132.4,03/09/2008,-228.0
Corin,CRG,1000,485.0,595,410,21/04/2008,433.75,14/05/2008,-513.0
Corin,CRG,1000,485.75,595,410,21/04/2008,433.75,14/05/2008,-520.0
Dmatek,DTK,4000,126.7,170,100,21/04/2008,137.0,07/05/2008,412.0
Wood,WG.,1000,444.36,520,390,17/04/2008,447.0,02/07/2008,27.0
NCipher,NCH,2000,134.5,220,120,11/04/2008,162.0,22/04/2008,550.0
NCipher,NCH,3000,142.5,220,120,10/04/2008,163.0,22/04/2008,615.0
Quintain,QED,850,474.6,550,440,09/04/2008,415.19,21/04/2008,-505.0
Telecom Plus,TEP,1500,258.98,400,210,03/04/2008,,,
Heritage Oil,HOIL,2000,275.0,400,235,02/04/2008,206.0,08/09/2008,-1380.0
Heritage Oil,HOIL,1500,274.0,400,210,01/04/2008,206.0,08/09/2008,-1020.0
Fortune Oil,FTO,30000,8.16,9,6,31/03/2008,9.0,24/04/2008,252.0
Hardy Oil,HDY,500,749.72,850,650,28/03/2008,725.0,02/07/2008,-103.0
Telecom Plus,TEP,2000,224.59,350,150,20/03/2008,,,
Highway,HWY,5000,62.66,81,55,20/03/2008,67.84,29/04/2008,259.0
Dana,DNX,250,1074.8,1300,1050,20/03/2008,1522.0,28/07/2008,1118.0
Costain,COST,20000,23.5,32,18,19/03/2008,23.55,16/04/2008,10.0
Chime,CHW,10000,27.7,40,21,12/03/2008,127.0,22/05/2008,-230.0
Emerald Energy,EEN,2000,270.0,350,230,11/03/2008,349.0,13/05/2006,1580.0
WSP,WSH,1000,592.4,650,495,11/03/2008,540.6,27/06/2008,-518.0
Emerald Energy,EEN,1200,257.72,350,230,10/03/2008,349.0,13/05/2008,1096.0
Boot H,BHY,2000,153.0,180,140,07/03/2008,151.12,18/03/2008,-38.0
Chime,CHW,10000,33.25,45,28,04/03/2008,117.0,28/05/2008,-975.0
Arena,ARE,10000,51.38,65,45,04/03/2008,52.01,06/03/2008,63.0
Aveva,AVV,375,968.0,1200,895,04/03/2008,1290.0,16/05/2008,1207.0
WSP Group,WSH,750,556.21,650,495,03/03/2008,,27/06/2008,-117.0
Telecom Plus,TEP,1500,228.5,350,200,03/03/2008,,,
Goodwin,GDWN,500,1082.4,1450,900,29/02/2008,1040.0,02/07/2008,-212.0
XP Power,XPP,2000,275.0,350,220,28/02/2008,227.0,05/06/2008,-960.0
Kier,KIE,300,1464.89,1650,1380,27/02/2008,1416.3,26/02/2008,-146.0
REA Holdings,RE.,450,616.0,800,550,26/02/2008,575.5,04/08/2008,-207.0
Ferrexpo,FXPO,1000,311.0,380,292,26/02/2008,320.0,04/07/2008,90.0
Ferrexpo,FXPO,1000,337.0,390,292,25/02/2008,331.08,13/02/2008,-60.0
Hardy Oil,HDY,650,618.75,890,529,22/02/2008,556.0,04/08/2008,-407.0
Xp Power,XPP,1500,223.0,280,200,22/02/2008,227.0,05/06/2008,50.0
Hardy Oil,HDY,1000,630.0,890,529,22/02/2008,725.0,02/07/2008,950.0
Vislink,VLK,10000,43.99,55,37,19/02/2008,27.75,20/03/2008,-1624.0
Vislink,VLK,10000,44.25,55,37,19/02/2008,29.0,18/03/2008,-1525.0
Morgan Sindall,MGNS,350,1053.2,1400,950,19/02/2008,991.8,01/05/2008,-215.0
Harvey Nash,HVN,8000,48.0,56,42,15/02/2008,48.1,04/03/2008,10.0
Robert Walters,RWA,3500,130.0,160,115,15/02/2008,165.25,17/03/2008,1233.0
Genus,GNS,500,634.0,720,595,13/02/2008,731.0,11/03/2008,485.0
Eaga,EAGA,2500,173.25,220,155,11/02/2008,161.26,17/04/2008,-300.0
Alumasc,ALU,2000,180.5,220,170,08/02/2008,195.5,04/03/2008,300.0
NCipher,NCH,3000,176.5,220,150,01/02/2008,163.0,10/03/2008,-405.0
Petrofac,PFC,1000,490.0,550,460,31/01/2008,543.12,10/03/2008,531.0
Dana,DNX,350,1299.4,1450,1220,31/01/2008,1534.0,21/07/2008,822.0
Scott Wilson,SWG,1500,219.0,260,200,31/01/2008,228.0,26/06/2008,135.0
Elementis,ELM,7000,61.0,75,56,29/01/2008,67.0,11/03/2008,420.0
Aveva,AVV,500,916.49,1100,850,27/01/2008,1441.0,10/07/2008,2623.0
Aveva,AVV,500,922.0,1100,850,24/01/2008,1441.0,10/07/2008,2595.0
British Gas,BG.,460,969.0,1085,960,24/01/2008,1311.0,15/04/2008,1573.0
Telecom Plus,TEP,2000,191.5,250,145,22/01/2008,,,
Dragon,DGO,1000,302.0,395,285,22/01/2008,337.8,21/07/2008,358.0
New Brit,NBPO,855,384.5,500,295,22/01/2008,522.5,03/07/2008,1180.0
MP Evans,MPE,1000,388.0,480,370,21/01/2008,415.0,03/07/2008,270.0
BH Macro,BHMG,500,1425.0,1600,1385,21/01/2008,1475.0,20/03/2008,250.0
Petrofac,PFC,1000,438.0,500,420,21/01/2008,648.0,17/07/2008,2100.0
Marchpole,MPH,10000,37.0,48,32,18/01/2008,38.0,21/01/2008,100.0
Mouchel,MCHL,1000,436.5,500,410,17/01/2008,448.25,03/06/2008,117.0
Dragon Oil,DGO,1000,391.88,550,360,16/01/2008,395.5,17/01/2008,37.0
Anglo-Eastern,AEP,1000,560.0,700,470,11/01/2008,565.0,03/07/2008,50.0
Petrofac,PFC,1000,535.89,700,495,11/01/2008,496.0,17/01/2008,-398.0
REA holdings,RE.,1000,605.0,740,565,10/01/2008,575.5,04/08/2008,-295.0
Sainsbury,SBRY,1500,381.96,450,360,10/01/2008,362.7,09/02/2008,-289.0
MP Evans,MPE,1000,414.89,550,390,08/01/2008,415.0,03/07/2008,2.0
Dragon Oil,DGO,2000,418.9,550,380,07/01/2008,413.5,16/01/2008,-108.0
Ncipher,NCH,2000,220.33,265,195,04/01/2008,217.0,09/01/2008,-66.0
Dragon Oil,DGO,1500,363.99,550,340,03/01/2008,355.5,21/01/2008,-127.0
Keller,KLR,500,627.44,780,595,03/01/2008,580.45,07/01/2008,-235.0
PV Crystallox,PVCS,3000,140.0,185,120,28/12/2007,148.8,06/10/2008,264.0
PV Crystallox,PVCS,3500,138.7,185,120,21/12/2007,148.8,06/10/2008,354.0
New Brit Palm Oil,NPBO,1700,329.8,500,270,20/12/2007,465.0,17/01/2008,2299.0
Petrofac,PFC,1000,521.5,700,485,20/12/2007,545.06,10/01/2008,241.0
Tullow Oil,TLW,1000,594.81,850,565,20/12/2007,568.36,15/01/2008,-265.0
New Brit Palm Oil,NBPO,2000,293.5,500,270,19/12/2007,522.5,03/07/2008,4780.0
Fenner,FENR,1800,232.2,280,192,19/12/2007,237.25,04/01/2008,91.0
VP,VP.,1000,318.3,420,285,19/12/2007,313.2,19/02/2008,-51.0
Highway,HWY,5000,71.49,85,62,10/12/2007,67.84,29/04/2008,-182.0
Highway,HWY,5000,71.74,85,62,07/12/2007,81.0,04/03/2008,463.0
Morgan Sindall,MGNS,350,1126.2,1300,1100,04/12/2007,1090.0,14/12/2007,-126.0
Dragon Oil,DGO,1500,304.99,380,270,03/12/2007,337.8,21/07/2008,329.0
Wellstream,WSM,350,999.45,1200,940,30/11/2007,1165.05,17/01/2008,1590.0
Telecom Plus,TEP,2500,154.58,300,120,28/11/2007,,,
Dmatek,DTK,5000,114.8,145,105,28/11/2007,116.0,09/01/2008,60.0
Pendragon,PDG,10000,36.5,46,31,28/11/2007,38.5,03/12/2007,200.0
Dana Pet,DNX,350,1261.85,1300,1120,28/11/2007,1350.2,15/01/2008,309.0
ICAP,IAP,500,643.25,700,600,28/11/2007,671.5,15/01/2008,141.0
Morgan Sindall,MGNS,500,1242.0,1500,1175,27/11/2007,1096.0,12/12/2007,-730.0
MTL Instrum,MTI,1000,575.0,640,515,26/11/2007,655.0,18/12/2007,800.0
Dragon Oil,DGO,2000,269.49,320,250,23/11/2007,288.04,04/08/2008,371.0
Chime,CHW,10000,36.5,42,33,22/11/2007,35.25,04/01/2008,-125.0
Petrofac,PFC,500,498.56,550,470,22/11/2007,540.06,10/01/2008,208.0
Hunting,HTG,500,700.44,780,655,21/11/2007,836.83,24/07/2008,682.0
Keller,KLR,500,657.97,780,625,20/11/2007,666.03,03/02/2008,41.0
BH Macro,BHMG,475,1250.0,1400,1190,20/11/2007,1390.1,17/01/2008,666.0
Burren,BUR,500,977.8,1200,920,19/11/2007,1213.0,14/12/2007,1176.0
MTL Instrum,MTI,500,561.4,640,515,16/11/2007,655.0,18/12/2007,468.0
Corin,CRG,500,569.5,640,525,12/11/2007,611.7,20/11/2007,211.0
Ricardo,RCDO,1000,325.0,375,280,09/11/2007,322.8,27/02/2008,-22.0
Ricardo,RCDO,1500,304.9,375,280,06/11/2007,322.8,27/02/2008,269.0
NCC,NCC,1300,403.75,480,360,01/11/2007,412.5,20/11/2007,114.0
Goodwin,GDWN,500,939.45,1150,820,01/11/2007,898.0,20/11/2007,-207.0
Dragon,DG0,2000,303.1,400,270,26/10/2007,307.81,19/11/2007,94.0
Fortune Oil,FTO,100000,6.4,8,6,23/10/2007,9.0,24/04/2008,2600.0
Hunting,HTG,500,711.3,780,650,22/10/2007,653.0,21/01/2008,-291.0
Charter,CHTR,250,1127.7,1180,1110,22/10/2007,1181.0,,133.0
Vanco,VAN,2200,149.5,180,130,18/10/2007,159.09,09/11/2007,210.0
Petrofac,PFC,1000,512.0,650,475,16/10/2007,498.35,19/11/2007,-137.0
